image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
RSDH09-22-457-518.tif,0.2181595,0.09341426,0.077914104,46.997787,627.5514,11.671533,18.481226,0.6315346,0.6443039,0.3781978,0.86938816,2.986591,5.2121325,6.878551,3.8569229,3.8684943,3.9696562,4.004867,13.435967,6.0,0.53333336,1.0,2.2,6.0,4.3,7.0,5.0333333,7.0,5.3,10.0,4.4,6.0,4.0,4.0,4.0666666,5.0,3.6666667,6.0,3.0333333,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8333333,3.0,2.1666667,3.0,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9533527,26.0,477802.0,0.5113485,0.42990655,0.2870494,0.13217624,0.045393858,0.71829104,0.77436584,0.83578104,0.7957276,0.72897196,0.7423231,0.8130841,0.8905207,0.95594126,0.99465954,0.9279039,0.83845127,0.7449933,0.64753,0.5487316,0.037383176,0.2176235,0.45794392,0.70627505,0.88251,0.2763685,0.18157543,0.054739654,0.017356476,0.013351135,0.037383176,0.25500667,0.7129506,1.4192257,2.3017356,2.578104,2.7596796,2.8144193,2.8317757,2.8451269
RSDH09-22-472-402.tif,0.20257667,0.084791444,0.077914104,52.997173,650.4737,14.180367,16.767115,0.8457249,0.4991365,0.42183936,0.92523295,3.1836236,5.5077257,7.906523,4.442781,4.472367,4.494406,4.520255,23.910385,7.0,0.5,1.0,2.25,7.0,5.142857,12.0,5.892857,8.0,5.392857,6.0,5.107143,6.0,4.5,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.6785715,4.0,3.0714285,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.392857,10.0,3.0357144,4.0,2.607143,3.0,2.0714285,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6071428,2.0,1.0,1.0,3.8747046,18.0,600000.0,0.4989011,0.4021978,0.3912088,0.33406594,0.2868132,0.24945055,0.17802198,0.093406595,0.021978023,0.98571426,0.99890107,0.94505495,0.88461536,0.8186813,0.75494504,0.8340659,0.76593405,0.7120879,0.62857145,0.52527475,0.026373627,0.22637363,0.32087913,0.43186814,0.5472528,0.50549453,0.64065933,0.7912088,0.9230769,0.013186813,0.026373627,0.25274727,0.5736264,1.0054946,1.5527474,2.0582418,2.6989012,3.49011,4.413187,4.426374
RSDH09-22-492-568.tif,0.23374231,0.088704295,0.077914104,35.871655,447.88144,9.302944,12.5909195,0.7388614,0.5460071,0.39245453,0.67002994,2.182103,3.8422866,5.5661054,3.0929997,3.093313,3.1162758,3.249426,19.21394,5.0,0.5263158,1.0,1.0,1.0,5.9473686,19.0,6.105263,8.0,4.7894735,7.0,4.263158,5.0,4.2105265,5.0,4.8421054,8.0,4.894737,5.0,4.2105265,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7894738,4.0,2.5789473,4.0,2.0,2.0,2.0,2.0,1.4736842,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9583333,39.0,264452.0,0.6197655,0.5159129,0.32160804,0.17755444,0.07705192,0.23283082,0.6197655,0.6164154,0.63316584,0.6566164,0.67336684,0.6599665,0.6432161,0.6482412,0.66164154,0.6934673,0.74204355,0.98994976,0.89447236,0.6549414,0.03517588,0.37855947,0.6683417,0.5644891,0.6164154,0.42881072,0.028475711,0.02680067,0.02680067,0.01675042,0.03517588,0.41373536,1.082077,1.6465662,2.2629814,2.691792,2.7202678,2.7470684,2.773869,2.7906194
RSDH09-22-510-536.tif,0.20257667,0.09396186,0.077914104,64.76221,843.38904,17.935827,22.626257,0.79269975,0.46214685,0.40798405,1.3091662,4.2910223,7.340262,10.368328,5.9393234,5.910685,5.970456,6.0087576,9.750651,8.0,0.6666667,1.0,3.3939395,8.0,5.090909,17.0,4.242424,6.0,4.0,4.0,4.5151515,11.0,4.060606,8.0,3.0,3.0,3.1515152,6.0,3.909091,6.0,3.939394,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8484848,3.0,1.7272727,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6752293,120.0,964493.0,0.46655083,0.34491748,0.27019984,0.20938314,0.14596003,0.0894874,0.041702867,0.006081668,0.5065161,0.50477844,0.51346654,0.5169418,0.99565595,0.93223286,0.8757602,0.80799305,0.7567333,0.63596874,0.552563,0.48566464,0.019113814,0.20764552,0.3657689,0.5473501,0.662033,0.7862728,0.89053,0.98957425,0.010425717,0.008688097,0.019113814,0.22675933,0.5925282,1.1398783,1.8019114,2.588184,3.478714,4.4682884,4.478714,4.487402
RSDH09-22-524-493.tif,0.2181595,0.08256963,0.077914104,69.10981,796.0173,16.51779,23.062574,0.7162162,0.5719193,0.41668516,1.2772938,4.298984,7.312139,10.243643,5.767711,5.806374,5.846857,5.88828,8.6567,7.0,0.75757575,3.0,3.1818182,8.0,5.090909,13.0,4.6969695,7.0,4.151515,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7272727,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6666667,3.0,2.0,2.0,2.0,2.0,1.3939394,2.0,1.0,1.0,1.0,1.0,3.9839358,64.0,941777.0,0.5820755,0.46886793,0.36320755,0.2754717,0.2009434,0.13679245,0.0745283,0.012264151,0.58113205,0.5566038,0.5660377,1.0,0.98867923,0.96037734,0.9245283,0.88301885,0.83396226,0.7688679,0.6811321,0.60471696,0.02264151,0.21226415,0.4056604,0.5584906,0.6820755,0.7877358,0.88584906,0.9764151,0.41886792,0.009433962,0.02264151,0.23490566,0.64056605,1.1990566,1.8811321,2.668868,3.554717,4.531132,4.9500003,4.959434
RSDH09-22-561-390.tif,0.2181595,0.09913392,0.077914104,31.446133,442.89493,8.757545,11.079386,0.790436,0.40738803,0.5170227,0.52790093,1.9199212,3.2565618,4.5673423,2.6420026,2.632714,2.6612835,2.6956935,12.14191,9.0,0.3478261,1.0,0.82608694,1.0,2.2173913,5.0,3.2608695,6.0,3.826087,8.0,3.9565217,8.0,3.6086957,5.0,3.0869565,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0869565,5.0,3.1304348,6.0,3.0,3.0,3.173913,7.0,3.1304348,5.0,3.1304348,5.0,3.0434783,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7826087,3.0,1.8695652,3.0,3.592,53.0,259422.0,0.3380783,0.27046263,0.15836298,0.13345195,0.115658365,0.09252669,0.05871886,0.03024911,0.0071174377,0.008896797,0.024911031,0.9163701,0.97686833,0.9964413,0.9252669,0.81672597,0.69928825,0.569395,0.4466192,0.38256228,0.044483986,0.17615658,0.41103202,0.5658363,0.7010676,0.8327402,0.93772244,0.9466192,0.90925264,0.016014235,0.044483986,0.22064057,0.6316726,1.1975089,1.8985765,2.7313166,3.669039,4.6156583,5.524911,5.540925
RSDH09-22-575-541.tif,0.20257667,0.08893824,0.077914104,63.546745,799.6013,18.294231,22.470428,0.814147,0.4393809,0.41250682,1.3853409,4.631302,7.889073,11.028726,6.261552,6.3352757,6.3042502,6.3802934,12.109342,9.0,0.62857145,2.0,3.4571428,8.0,5.2,6.0,5.4,9.0,4.3428574,7.0,3.7714286,5.0,3.057143,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0285714,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1142857,5.0,3.0857143,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,1.8285714,3.0,1.0285715,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94285715,1.0,3.4676259,133.0,998718.0,0.45741057,0.379046,0.28960818,0.20954004,0.13032368,0.06303237,0.025553662,0.003407155,0.40715504,0.40119252,0.40971038,0.4165247,0.9965928,0.9437819,0.88160133,0.7972743,0.7035775,0.61669505,0.59540033,0.4770017,0.019591141,0.21635434,0.3270869,0.49403748,0.6669506,0.818569,0.91822827,0.9931857,0.009369676,0.008517887,0.019591141,0.23594548,0.5630324,1.0570699,1.7240205,2.5425894,3.4608178,4.4540033,4.463373,4.471891
RSDH09-22-91-458.tif,0.2181595,0.09026308,0.077914104,56.316315,703.2683,9.458773,15.271165,0.61938775,0.4885175,0.44885007,0.4852762,1.6367685,2.9869933,4.320312,2.4320977,2.3833506,2.3968227,2.430857,17.688625,5.0,0.48,1.0,1.44,3.0,3.4,6.0,4.88,6.0,5.44,7.0,6.0,6.0,6.0,8.0,5.36,8.0,5.0,5.0,4.84,5.0,4.2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.56,4.0,3.0,3.0,2.44,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.387454,56.0,327922.0,0.53377265,0.47281712,0.37397036,0.29654035,0.22570017,0.14827017,0.06919275,0.18286656,0.11037891,0.044481054,0.06260297,0.28336078,0.9785832,0.90939045,0.82701814,0.76441514,0.73311365,0.7051071,0.65074134,0.5716639,0.03789127,0.17792422,0.33113673,0.4365733,0.538715,0.67874795,0.8401977,0.79571664,0.17298187,0.018121911,0.03789127,0.21581548,0.54695225,0.9835255,1.5222405,2.2009885,3.0411863,3.836903,4.009885,4.0280066
RSDH09-3-123-474.tif,0.2181595,0.087360635,0.077914104,27.581593,340.48465,9.178282,10.907974,0.8414286,0.49153745,0.4346194,0.6767963,2.508055,4.4218764,6.3324485,3.532769,3.5189931,3.5586727,3.6124942,16.130058,4.0,0.375,1.0,0.9166667,2.0,1.9583334,4.0,3.5,6.0,4.0416665,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5416667,4.0,3.0833333,4.0,3.0,3.0,3.0,3.0,2.7083333,4.0,2.2083333,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6666666,2.0,3.2117648,38.0,222038.0,0.41765705,0.41256368,0.36842105,0.3327674,0.29541597,0.2580645,0.19694397,0.12733446,0.061120544,0.0,0.016977929,0.9626486,0.8896435,0.8149406,0.7436333,0.6943973,0.6587436,0.6213922,0.533107,0.46689305,0.049235992,0.12054329,0.25297114,0.32597622,0.39898133,0.48556876,0.61799663,0.762309,0.901528,0.016977929,0.049235992,0.16977929,0.4227504,0.7487266,1.1477079,1.6332767,2.2512734,3.0135825,3.9151106,3.9320886
RSDH09-3-133-491.tif,0.23374231,0.10244752,0.077914104,37.601345,549.1698,10.783312,16.891777,0.63837636,0.54026616,0.3552041,0.8962885,2.9438171,4.903354,7.0917654,3.9448102,3.9763067,4.085126,4.194796,18.448954,12.0,0.88461536,4.0,2.0384614,6.0,3.3076923,8.0,4.0,7.0,4.1153846,7.0,3.4230769,5.0,3.2307692,4.0,2.7307692,4.0,2.8076923,4.0,3.0,3.0,3.0,3.0,3.0384614,4.0,3.0384614,4.0,3.1153846,6.0,3.1153846,4.0,3.5384614,14.0,3.6153846,14.0,2.4230769,3.0,1.8461539,2.0,1.1538461,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6761904,44.0,432117.0,0.56213874,0.45953757,0.2601156,0.13583815,0.024566473,0.00867052,0.7702312,0.7413295,0.70953757,0.67919075,0.69219655,0.7268786,0.75722545,0.78612715,0.8280347,0.85115606,0.8482659,0.966763,0.74710983,0.60982656,0.047687862,0.28757226,0.7066474,0.71242774,0.8265896,0.8193642,0.015895953,0.015895953,0.01734104,0.01300578,0.047687862,0.33526012,1.0419075,1.7543353,2.580925,3.400289,3.416185,3.4320807,3.449422,3.4624276
RSDH09-3-154-439.tif,0.24932514,0.097944684,0.093496926,31.009813,439.45114,10.580735,15.4581585,0.6844758,0.4170075,0.38793138,0.9586894,3.2798128,5.6288075,7.9761357,4.513138,4.4939184,4.6190915,4.6876707,16.87219,5.0,0.61538464,2.0,1.5384616,6.0,2.8846154,5.0,3.0,3.0,3.3076923,4.0,3.6153846,5.0,4.3076925,7.0,3.6538463,5.0,3.0769231,4.0,3.0,3.0,2.7692308,4.0,2.0769231,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.3461539,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96153843,1.0,3.0228758,66.0,382783.0,0.44771722,0.371134,0.179676,0.020618556,0.21944036,0.179676,0.16200295,0.16347569,0.18262151,0.20765832,0.22385861,0.20176731,0.18409425,0.9985272,0.9558174,0.86745214,0.76730484,0.6421208,0.54050076,0.50073636,0.053019147,0.16936672,0.46244478,0.7466863,0.6480118,0.7761414,0.8365243,0.020618556,0.019145804,0.016200295,0.053019147,0.22238587,0.68483067,1.4315169,2.0795288,2.8556702,3.6921945,3.712813,3.7319586,3.748159
RSDH09-3-182-399.tif,0.24932514,0.1111351,0.077914104,33.31607,533.1351,9.739264,13.884294,0.70145905,0.47913677,0.38085914,0.6274808,2.0615263,3.7107825,5.394236,3.0252535,2.9404027,3.005378,3.1680355,19.021826,5.0,0.5833333,1.0,1.2083334,3.0,2.375,5.0,3.7083333,5.0,4.4166665,6.0,4.7916665,7.0,4.25,6.0,4.0,4.0,4.0416665,5.0,4.0,4.0,4.0,4.0,4.125,5.0,4.0,4.0,4.0,5.0,3.5416667,5.0,2.6666667,3.0,2.0416667,3.0,2.0,2.0,1.875,2.0,1.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4642856,27.0,286057.0,0.5312,0.4816,0.3728,0.2576,0.1472,0.0464,0.4656,0.4272,0.3888,0.3568,0.3712,0.4064,0.4544,0.5024,0.5376,0.9536,0.872,0.8112,0.6592,0.5776,0.0464,0.1776,0.4384,0.6144,0.8064,0.4912,0.0368,0.0272,0.0176,0.0144,0.0464,0.22399999,0.6624,1.2768,2.0832,2.5744,2.6111999,2.6383998,2.656,2.6704
RSDH09-3-194-450.tif,0.2181595,0.09898741,0.077914104,22.953495,324.6369,7.1213493,10.658649,0.66812867,0.55780333,0.38723156,0.6811789,1.9093266,3.4634473,4.9648633,2.685355,2.7797725,2.819565,2.873614,18.423029,4.0,0.39130434,1.0,1.6521739,18.0,3.9565217,18.0,5.7826085,18.0,4.7826085,6.0,4.652174,6.0,4.521739,6.0,3.8695652,5.0,3.6956522,6.0,2.9130435,6.0,2.173913,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9130435,2.0,1.4347826,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2842638,16.0,134166.0,0.21444201,0.11597374,0.0043763677,0.5229759,0.5929978,0.66739607,0.73741794,0.79431075,0.8533917,0.91028446,0.9321663,0.8905908,0.83369803,0.7746171,0.9321663,0.8402626,0.74835885,0.6586433,0.44420132,0.27352297,0.059080962,0.32822758,0.65426695,0.22538294,0.24726477,0.26477024,0.037199125,0.039387308,0.037199125,0.021881837,0.059080962,0.38730854,1.0415754,1.2669584,1.5142231,1.7789934,1.8161925,1.8555799,1.892779,1.9146608
RSDH09-3-198-426.tif,0.2804908,0.10161444,0.093496926,20.849815,304.81555,7.6979136,10.066503,0.7647059,0.43222752,0.3969349,0.66658145,2.1262717,3.7509842,5.320894,3.0237207,2.981187,3.0600686,3.197587,14.001574,6.0,0.45833334,3.0,1.1666666,6.0,2.1666667,5.0,2.9583333,6.0,3.5833333,6.0,3.4583333,6.0,3.25,4.0,3.5416667,4.0,3.625,4.0,3.125,4.0,3.125,4.0,3.0416667,4.0,3.0833333,4.0,3.0416667,4.0,3.0833333,4.0,2.9166667,4.0,2.2916667,3.0,2.0,2.0,1.625,2.0,1.2083334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8883722,13.0,173065.0,0.2672065,0.22064777,0.18623482,0.10526316,0.046558704,0.0060728746,0.5607287,0.58704454,0.61336035,0.6315789,0.65182185,0.65384614,0.6194332,0.58704454,0.548583,0.9291498,0.77327937,0.58502024,0.38663968,0.34615386,0.078947365,0.1659919,0.3987854,0.6680162,0.88259107,0.5425101,0.02631579,0.032388665,0.04048583,0.020242915,0.078947365,0.24493927,0.6437247,1.3117409,2.194332,2.736842,2.7631576,2.7955463,2.8360322,2.856275
RSDH09-3-337-494.tif,0.24932514,0.13407741,0.093496926,22.361347,441.1964,9.645766,8.648465,1.1153153,0.31501627,0.45674995,0.47455233,1.4933423,2.724261,3.5218804,2.054851,1.9161516,2.0166354,2.022322,26.325367,5.0,0.0952381,1.0,0.52380955,1.0,1.3333334,3.0,1.9047619,3.0,2.3333333,3.0,2.952381,6.0,3.7142856,7.0,4.428571,7.0,4.7619047,7.0,3.8095238,6.0,3.2857144,5.0,3.7619047,6.0,4.095238,6.0,4.2380953,5.0,3.857143,5.0,3.4285715,5.0,3.2380953,4.0,3.0,3.0,2.8095238,3.0,2.3809524,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.047619,3.0,2.047619,3.0,2.0,2.0,1.7619047,2.0,1.3333334,2.0,1.0,1.0,2.4801445,31.0,183619.0,0.39095315,0.36995155,0.2714055,0.16478191,0.06946688,0.09854604,0.053311795,0.024232633,0.004846527,0.0032310179,0.016155088,0.3441034,0.32148626,0.2924071,0.96930534,0.85783523,0.75282717,0.6284329,0.4911147,0.44264942,0.051696286,0.12116317,0.35702747,0.58804524,0.78836834,0.8707593,0.23909532,0.29725364,0.33925685,0.012924071,0.051696286,0.17285946,0.52988696,1.1179322,1.9063005,2.7770598,3.016155,3.3134086,3.6526654,3.6655893
RSDH09-3-478-549.tif,0.2181595,0.08825148,0.077914104,28.469814,366.43002,9.458773,11.297545,0.83724135,0.54588884,0.40420392,0.76793534,2.4207952,4.3197107,6.2754836,3.5130768,3.4366574,3.4959812,3.597576,25.468449,5.0,0.5263158,1.0,1.0,1.0,1.6315789,3.0,2.6842105,5.0,3.631579,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5789475,7.0,4.2105265,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5789473,5.0,3.0,3.0,2.8421052,4.0,2.2105262,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9473684,2.0,1.3157895,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2472324,23.0,225900.0,0.61614496,0.5881384,0.50247115,0.3937397,0.28500825,0.18286656,0.20098847,0.123558484,0.05107084,0.0,0.016474465,0.072487645,0.14827017,0.92586493,0.8401977,0.79242176,0.7594728,0.8171334,0.6985173,0.64415157,0.028006589,0.11037891,0.31466228,0.36573312,0.5074135,0.6573311,0.72487646,0.024711696,0.021416804,0.016474465,0.028006589,0.1383855,0.45304778,0.8187809,1.3261944,1.9835255,2.708402,2.7331135,2.7545304,2.771005
RSDH09-3-498-432.tif,0.24932514,0.1036289,0.093496926,30.916317,475.96167,11.110551,12.26368,0.90597206,0.6010901,0.4031875,0.69126505,2.4688318,4.2089443,6.1120677,3.384298,3.3535883,3.368845,3.4910622,24.115242,5.0,0.44,2.0,0.96,2.0,2.4,6.0,3.88,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.04,5.0,4.04,5.0,4.04,5.0,4.0,4.0,4.0,4.0,4.04,5.0,3.84,5.0,3.28,4.0,3.0,3.0,3.08,5.0,3.12,5.0,2.52,3.0,1.96,2.0,1.44,2.0,1.0,1.0,1.0,1.0,1.08,2.0,1.12,2.0,1.04,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.691824,18.0,257546.0,0.61851335,0.59887797,0.5301543,0.45862553,0.39270687,0.3141655,0.23141655,0.14025246,0.06451613,0.0,0.014025246,0.08835904,0.17391305,0.26367462,0.94950914,0.9537167,0.97054696,0.8527349,0.73913044,0.6676017,0.04908836,0.14025246,0.32258064,0.51192147,0.5610098,0.6353436,0.032258064,0.03366059,0.023842918,0.014025246,0.04908836,0.18934081,0.51192147,1.0238429,1.5848527,2.2201962,2.2524543,2.286115,2.3099577,2.323983
RSDH09-3-534-391.tif,0.26490796,0.10625745,0.077914104,28.22049,426.8602,7.214846,7.931656,0.9096267,0.5872925,0.49870458,0.33099696,0.99448764,1.8639798,2.6775818,1.5720439,1.4914395,1.4868032,1.5107875,14.928576,8.0,0.2857143,3.0,0.8095238,3.0,1.3809524,3.0,1.6666666,4.0,2.5714285,8.0,2.952381,8.0,3.3809524,8.0,4.0,7.0,4.8095236,7.0,5.2380953,6.0,5.047619,6.0,5.047619,6.0,4.8095236,5.0,4.4761906,5.0,4.095238,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,3.952381,9.0,3.7142856,9.0,3.2857144,9.0,3.0,3.0,3.0,3.0,3.718593,35.0,141915.0,0.6911447,0.6760259,0.5226782,0.39092872,0.26565874,0.16630669,0.06911447,0.2224622,0.2224622,0.75593954,0.98056155,0.9935205,0.96976244,0.937365,0.9049676,0.87473005,0.8423326,0.8077754,0.78185743,0.76673865,0.075593956,0.10583153,0.28509718,0.4514039,0.60907125,0.73866093,0.86825055,0.7473002,0.7710583,0.22462203,0.075593956,0.18142548,0.46652266,0.91792655,1.5269978,2.2656589,3.1339095,3.8812096,4.652268,4.87689
RSDH09-3-547-524.tif,0.2181595,0.0917655,0.077914104,23.701471,309.5995,6.716196,10.393742,0.64617693,0.41526207,0.38795066,0.49174553,1.911667,3.278035,4.7675157,2.6239178,2.6618683,2.6602578,2.8031003,14.146653,5.0,0.42857143,1.0,0.95238096,1.0,3.5714285,17.0,5.571429,17.0,4.5238094,6.0,4.142857,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5714285,4.0,3.047619,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.4761906,3.0,2.0,2.0,1.8571428,2.0,1.3333334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0824175,40.0,152010.0,0.42691416,0.39675173,0.29698375,0.21577726,0.113689095,0.020881671,0.24593967,0.27146173,0.3225058,0.40603247,0.42923433,0.3573086,0.30394432,0.28074247,0.30162412,0.6774942,1.0,0.8955917,0.7146172,0.4849188,0.05800464,0.31786543,0.5986079,0.7842227,0.5638051,0.28074247,0.034802783,0.032482598,0.034802783,0.023201857,0.05800464,0.37587008,0.974478,1.7587007,2.322506,2.6032484,2.638051,2.6705337,2.7053363,2.7285383
RSDH09-3-570-505.tif,0.23374231,0.10211773,0.077914104,29.71644,449.03458,8.477055,10.93914,0.77492875,0.45742783,0.45616663,0.52960163,1.7923723,3.0378609,4.236327,2.4746668,2.3685453,2.4724805,2.4719253,24.713343,7.0,0.5263158,1.0,1.0,1.0,2.1578948,6.0,4.7894735,12.0,4.736842,6.0,4.4736843,6.0,4.4736843,7.0,4.105263,5.0,4.105263,5.0,4.105263,5.0,4.105263,5.0,4.1578946,5.0,4.0526314,5.0,3.6842105,4.0,3.1052632,4.0,2.7368422,3.0,2.1052632,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0526316,3.0,2.4210527,10.0,1.5789474,2.0,1.0,1.0,1.0,1.0,3.1129708,21.0,280160.0,0.5110294,0.4522059,0.3033088,0.16360295,0.036764707,0.10110294,0.053308822,0.036764707,0.0,0.9724265,0.9889706,0.9834559,0.9577206,0.9393382,0.9117647,1.0,0.9227941,0.8143382,0.6415441,0.54044116,0.029411765,0.18933824,0.5110294,0.75919116,0.9632353,0.8106618,0.8860294,0.9209559,0.9834559,0.016544119,0.029411765,0.21875,0.7297794,1.4889705,2.452206,3.2628677,4.148897,5.069853,6.0533085,6.069853
